full_name,email,company,title,industry,company_size,phone
Đỗ Hữu Tâm,do.huu.tam.251@tiki.vn,Tiki,Sales Director,fintech,120,0351810377
Ngô Thị Giang,ngo.thi.giang.252@gmail.com,Shopee Vietnam,Head of Finance,healthcare,250,0969500512
Phan Hồng Việt,phan.hong.viet.253@vngcorporati.vn,VNG Corporation,Head of Finance,ecommerce,50,0964383297
Nguyễn Hồng Oanh,nguyen.hong.oanh.254@tiki.vn,Tiki,CTO,software,120,0904458016
Vũ Thị Dũng,vu.thi.dung.255@momo.vn,MoMo,Kế toán trưởng,retail,250,0354373099
Vũ Xuân Tâm,vu.xuan.tam.256@gmail.com,Base.vn,CTO,healthcare,1500,0979442538
Lý Xuân Lan,ly.xuan.lan.257@basevn.vn,Base.vn,Marketing Manager,logistics,10,0863519837
Lý Hữu Châu,ly.huu.chau.258@vngcorporati.vn,VNG Corporation,Head of Finance,fintech,25,0939814825
Hoàng Ngọc Mai,hoang.ngoc.mai.259@kiotviet.vn,KiotViet,CFO,ecommerce,1500,0861084730
Trần Quang Quân,tran.quang.quan.260@pharmacity.vn,Pharmacity,Head of Finance,logistics,250,0707574741
Ngô Thị Mai,ngo.thi.mai.261@cenland.vn,CenLand,Sales Director,healthcare,25,0977920864
Dương Ngọc Khánh,duong.ngoc.khanh.262@vinamilk.vn,Vinamilk,Kế toán trưởng,manufacturing,25,0704984202
Ngô Hồng Sơn,ngo.hong.son.263@vngcorporati.vn,VNG Corporation,Product Manager,software,10,0703388925
Trần Hồng Tâm,tran.hong.tam.264@kiotviet.vn,KiotViet,Marketing Manager,software,50,0969662827
Hoàng Ngọc Bình,hoang.ngoc.binh.265@tiki.vn,Tiki,CTO,retail,50,0326447170
Hồ Quang Phúc,ho.quang.phuc.266@tiki.vn,Tiki,Product Manager,healthcare,500,0350420699
Phan Đức Oanh,phan.duc.oanh.267@tiki.vn,Tiki,Procurement Manager,retail,1500,0918359582
Nguyễn Ngọc Việt,nguyen.ngoc.viet.268@duytanplasti.vn,Duy Tan Plastics,CFO,software,1500,0862654450
Phạm Đức Lan,pham.duc.lan.269@basevn.vn,Base.vn,Product Manager,logistics,50,0324387734
Phan Thanh Quân,phan.thanh.quan.270@viettiengarm.vn,Viet Tien Garment,CFO,education,250,0863180166
Phạm Văn Nam,pham.van.nam.271@duytanplasti.vn,Duy Tan Plastics,Kế toán trưởng,ecommerce,250,0702122510
Lý Thanh An,ly.thanh.an.272@gmail.com,CenLand,Kế toán trưởng,retail,500,0862023244
Lý Ngọc Lan,ly.ngoc.lan.273@basevn.vn,Base.vn,Operations Manager,healthcare,50,0902265186
Vũ Quang Linh,vu.quang.linh.274@vinmec.vn,Vinmec,Product Manager,logistics,50,0355168450
Nguyễn Đức Trang,nguyen.duc.trang.275@tiki.vn,Tiki,Marketing Manager,healthcare,1500,0320483098
Đỗ Thị Quân,do.thi.quan.276@gmail.com,Tiki,CEO,fintech,1500,0356620285
Trần Đức Linh,tran.duc.linh.277@gmail.com,MoMo,Head of Finance,healthcare,25,0967567805
Trần Thị Bình,tran.thi.binh.278@momo.vn,MoMo,CTO,software,25,0355563743
Phạm Ngọc Sơn,pham.ngoc.son.279@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,software,10,0326867544
Lý Ngọc Tuấn,ly.ngoc.tuan.280@gmail.com,Gemadept Logistics,CEO,healthcare,10,0968272772
Phan Minh Nam,phan.minh.nam.281@pharmacity.vn,Pharmacity,Head of Finance,manufacturing,25,0354859451
Hồ Văn Dũng,ho.van.dung.282@kiotviet.vn,KiotViet,Marketing Manager,ecommerce,1500,0700268781
Nguyễn Quang Bình,nguyen.quang.binh.283@vinmec.vn,Vinmec,Head of Finance,retail,50,0911793182
Hồ Thanh Hùng,ho.thanh.hung.284@hoaphat.vn,Hoà Phát,CTO,fintech,250,0700109130
Võ Thanh Mai,vo.thanh.mai.285@gmail.com,Vinmec,Product Manager,education,25,0970885373
Nguyễn Thanh Lan,nguyen.thanh.lan.286@thacoindustr.vn,Thaco Industries,CTO,education,1500,0913477687
Nguyễn Ngọc Tâm,nguyen.ngoc.tam.287@vinmec.vn,Vinmec,Procurement Manager,software,250,0912853141
Phan Hữu Khánh,phan.huu.khanh.288@hoaphat.vn,Hoà Phát,Kế toán trưởng,ecommerce,50,0969017046
Nguyễn Minh Hà,nguyen.minh.ha.289@hoaphat.vn,Hoà Phát,Operations Manager,software,25,0358301712
Lê Quang Oanh,le.quang.oanh.290@tiki.vn,Tiki,Product Manager,manufacturing,120,0355481292
Trần Thị Việt,tran.thi.viet.291@momo.vn,MoMo,Operations Manager,software,25,0352358310
Hoàng Thanh Việt,hoang.thanh.viet.292@gmail.com,Hoà Phát,Marketing Manager,software,10,0919609316
Võ Thanh Lan,vo.thanh.lan.293@gmail.com,Shopee Vietnam,Marketing Manager,manufacturing,50,0324979269
Hồ Minh Quân,ho.minh.quan.294@gmail.com,Gemadept Logistics,Operations Manager,software,10,0911829004
Bùi Thanh Châu,bui.thanh.chau.295@gmail.com,Hoà Phát,CFO,fintech,25,0708162007
Đỗ Hồng Châu,do.hong.chau.296@viettiengarm.vn,Viet Tien Garment,Sales Director,education,50,0931386226
Ngô Quang An,ngo.quang.an.297@pharmacity.vn,Pharmacity,Marketing Manager,software,120,0930455228
Trần Hồng Nam,tran.hong.nam.298@gmail.com,MoMo,Sales Director,retail,25,0905047856
Lê Hồng Giang,le.hong.giang.299@viettiengarm.vn,Viet Tien Garment,Marketing Manager,education,120,0865286027
Bùi Quang Trang,bui.quang.trang.300@kiotviet.vn,KiotViet,Kế toán trưởng,ecommerce,25,0901129141
Vũ Văn Hà,vu.van.ha.301@haravan.vn,Haravan,CEO,manufacturing,10,0704783858
Ngô Thị Phúc,ngo.thi.phuc.302@gmail.com,Vinamilk,CFO,fintech,120,0961717716
Đỗ Thanh Trang,do.thanh.trang.303@pharmacity.vn,Pharmacity,Kế toán trưởng,software,50,0328151890
Trần Hữu Lan,tran.huu.lan.304@basevn.vn,Base.vn,Product Manager,fintech,25,0869447130
Lê Thị Hùng,le.thi.hung.305@duytanplasti.vn,Duy Tan Plastics,CTO,fintech,120,0357581419
Lý Thanh Tâm,ly.thanh.tam.306@gemadeptlogi.vn,Gemadept Logistics,Operations Manager,retail,120,0351404957
Trần Văn Giang,tran.van.giang.307@gmail.com,Duy Tan Plastics,CTO,logistics,120,0915235931
Đỗ Hữu Tâm,do.huu.tam.308@haravan.vn,Haravan,CTO,fintech,500,0355629478
Võ Văn Sơn,vo.van.son.309@gmail.com,Thaco Industries,Product Manager,software,500,0869097852
Bùi Xuân Hà,bui.xuan.ha.310@hoaphat.vn,Hoà Phát,Operations Manager,ecommerce,250,0708032411
Hồ Quang Giang,ho.quang.giang.311@tiki.vn,Tiki,Procurement Manager,retail,500,0709072207
Nguyễn Hồng Dũng,nguyen.hong.dung.312@duytanplasti.vn,Duy Tan Plastics,CEO,healthcare,25,0961240053
Lý Ngọc An,ly.ngoc.an.313@gmail.com,TopCV,CEO,logistics,50,0934163968
Lý Văn Sơn,ly.van.son.314@vinamilk.vn,Vinamilk,Sales Director,retail,500,0916731906
Đặng Thanh Việt,dang.thanh.viet.315@gmail.com,Thaco Industries,Operations Manager,education,120,0350447297
Hồ Ngọc Mai,ho.ngoc.mai.316@gmail.com,Hoà Phát,CEO,education,250,0354119712
Lê Minh Oanh,le.minh.oanh.317@vinamilk.vn,Vinamilk,CEO,software,500,0706250540
Hồ Ngọc Châu,ho.ngoc.chau.318@gmail.com,The Coffee House,Operations Manager,education,120,0709559277
Bùi Thanh Giang,bui.thanh.giang.319@thecoffeehou.vn,The Coffee House,Kế toán trưởng,fintech,500,0905297464
Trần Quang Oanh,tran.quang.oanh.320@hoaphat.vn,Hoà Phát,Kế toán trưởng,retail,50,0709414839
Ngô Thị Mai,ngo.thi.mai.321@thecoffeehou.vn,The Coffee House,CTO,software,120,0972927700
Bùi Thị Dũng,bui.thi.dung.322@thecoffeehou.vn,The Coffee House,Kế toán trưởng,healthcare,120,0914488249
Phạm Thị Lan,pham.thi.lan.323@pharmacity.vn,Pharmacity,Sales Director,fintech,25,0934747907
Phạm Minh Bình,pham.minh.binh.324@gemadeptlogi.vn,Gemadept Logistics,Kế toán trưởng,logistics,500,0962193648
Hoàng Hữu Việt,hoang.huu.viet.325@viettiengarm.vn,Viet Tien Garment,Kế toán trưởng,manufacturing,500,0322428839
Võ Minh An,vo.minh.an.326@kiotviet.vn,KiotViet,Operations Manager,healthcare,10,0705975690
Phạm Quang Hùng,pham.quang.hung.327@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,software,1500,0910822326
Lê Hữu Mai,le.huu.mai.328@duytanplasti.vn,Duy Tan Plastics,Product Manager,retail,250,0933434444
Phạm Xuân Giang,pham.xuan.giang.329@gmail.com,MoMo,Sales Director,software,250,0932671609
Phạm Quang Lan,pham.quang.lan.330@kiotviet.vn,KiotViet,Product Manager,fintech,10,0933035124
Vũ Hồng Châu,vu.hong.chau.331@hoaphat.vn,Hoà Phát,Product Manager,retail,1500,0968730203
Hồ Hồng Mai,ho.hong.mai.332@duytanplasti.vn,Duy Tan Plastics,Operations Manager,logistics,50,0935101696
Đỗ Văn Khánh,do.van.khanh.333@topcv.vn,TopCV,Kế toán trưởng,healthcare,25,0354906870
Hoàng Quang Lan,hoang.quang.lan.334@gmail.com,Shopee Vietnam,Sales Director,healthcare,120,0931980873
Đặng Minh Khánh,dang.minh.khanh.335@hoaphat.vn,Hoà Phát,Kế toán trưởng,software,1500,0932848917
Phan Minh Khánh,phan.minh.khanh.336@hoaphat.vn,Hoà Phát,CTO,manufacturing,25,0910934240
Đặng Đức Lan,dang.duc.lan.337@tiki.vn,Tiki,CEO,software,1500,0324643147
Trần Văn Tuấn,tran.van.tuan.338@gmail.com,TopCV,CFO,education,50,0705123198
Hồ Ngọc Khánh,ho.ngoc.khanh.339@vngcorporati.vn,VNG Corporation,Procurement Manager,ecommerce,25,0703127611
Vũ Quang An,vu.quang.an.340@vngcorporati.vn,VNG Corporation,Head of Finance,software,500,0326714241
Dương Hữu Nam,duong.huu.nam.341@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,manufacturing,50,0326896847
Trần Hữu Châu,tran.huu.chau.342@momo.vn,MoMo,Head of Finance,logistics,10,0354791282
Phan Minh Bình,phan.minh.binh.343@gmail.com,Haravan,Procurement Manager,retail,10,0706249020
Dương Minh Tâm,duong.minh.tam.344@basevn.vn,Base.vn,Head of Finance,manufacturing,120,0974200688
Đặng Ngọc Nam,dang.ngoc.nam.345@topcv.vn,TopCV,Marketing Manager,fintech,250,0937597619
Lê Xuân Tuấn,le.xuan.tuan.346@gmail.com,Shopee Vietnam,CEO,fintech,25,0919031705
Đặng Minh Hùng,dang.minh.hung.347@viettiengarm.vn,Viet Tien Garment,Product Manager,software,10,0908634326
Vũ Xuân Lan,vu.xuan.lan.348@viettiengarm.vn,Viet Tien Garment,Procurement Manager,manufacturing,1500,0976096701
Trần Xuân Tuấn,tran.xuan.tuan.349@topcv.vn,TopCV,Procurement Manager,healthcare,50,0971431124
Đỗ Đức Tâm,do.duc.tam.350@topcv.vn,TopCV,Operations Manager,ecommerce,1500,0900683684
Đặng Ngọc Tuấn,dang.ngoc.tuan.351@gmail.com,Base.vn,Head of Finance,manufacturing,500,0935795445
Ngô Đức Trang,ngo.duc.trang.352@gmail.com,The Coffee House,CEO,software,1500,0902691467
Phan Hồng Tuấn,phan.hong.tuan.353@thacoindustr.vn,Thaco Industries,Operations Manager,logistics,120,0978676044
Nguyễn Thanh Sơn,nguyen.thanh.son.354@hoaphat.vn,Hoà Phát,Kế toán trưởng,logistics,120,0907543925
Trần Thị Giang,tran.thi.giang.355@gmail.com,The Coffee House,Procurement Manager,manufacturing,120,0933263900
Võ Xuân Châu,vo.xuan.chau.356@gemadeptlogi.vn,Gemadept Logistics,Operations Manager,healthcare,120,0961286712
Nguyễn Quang Dũng,nguyen.quang.dung.357@basevn.vn,Base.vn,Product Manager,healthcare,250,0907539388
Phan Hồng Phúc,phan.hong.phuc.358@kiotviet.vn,KiotViet,Operations Manager,logistics,500,0962495627
Dương Hữu Khánh,duong.huu.khanh.359@shopeevietna.vn,Shopee Vietnam,Sales Director,fintech,10,0868405462
Phan Thanh Quân,phan.thanh.quan.360@shopeevietna.vn,Shopee Vietnam,Operations Manager,retail,25,0966097308
Trần Hồng Sơn,tran.hong.son.361@vngcorporati.vn,VNG Corporation,CEO,healthcare,120,0328910824
Hồ Hữu Mai,ho.huu.mai.362@thacoindustr.vn,Thaco Industries,CFO,healthcare,120,0914388230
Nguyễn Minh Châu,nguyen.minh.chau.363@thecoffeehou.vn,The Coffee House,Kế toán trưởng,software,25,0353633283
Nguyễn Thanh Phúc,nguyen.thanh.phuc.364@haravan.vn,Haravan,CEO,healthcare,120,0903695862
Nguyễn Hồng Linh,nguyen.hong.linh.365@gmail.com,PNJ,Marketing Manager,healthcare,250,0904783462
Nguyễn Hữu Hà,nguyen.huu.ha.366@pnj.vn,PNJ,CEO,healthcare,25,0358164236
Hồ Ngọc Hà,ho.ngoc.ha.367@topcv.vn,TopCV,CTO,ecommerce,10,0971260078
Phan Hồng Hà,phan.hong.ha.368@gmail.com,Vinmec,CFO,ecommerce,25,0869503859
Hoàng Thanh Dũng,hoang.thanh.dung.369@thecoffeehou.vn,The Coffee House,Marketing Manager,retail,1500,0938036737
Bùi Quang Hùng,bui.quang.hung.370@topcv.vn,TopCV,Operations Manager,software,25,0862922968
Lý Văn Dũng,ly.van.dung.371@gmail.com,Tiki,CTO,ecommerce,50,0913760239
Võ Hồng Giang,vo.hong.giang.372@fptsoftware.vn,FPT Software,Head of Finance,education,250,0970824556
Dương Đức Trang,duong.duc.trang.373@vinamilk.vn,Vinamilk,Operations Manager,logistics,25,0700312888
Lê Hồng Phúc,le.hong.phuc.374@pharmacity.vn,Pharmacity,Marketing Manager,ecommerce,500,0709907494
Trần Hồng Bình,tran.hong.binh.375@haravan.vn,Haravan,Product Manager,logistics,120,0903255666
Bùi Thị Bình,bui.thi.binh.376@kiotviet.vn,KiotViet,CEO,logistics,500,0705538857
Vũ Hữu Tâm,vu.huu.tam.377@pharmacity.vn,Pharmacity,Product Manager,healthcare,50,0917480110
Nguyễn Văn Bình,nguyen.van.binh.378@fptsoftware.vn,FPT Software,Sales Director,ecommerce,120,0909272920
Hoàng Văn Trang,hoang.van.trang.379@gmail.com,Thaco Industries,CEO,education,1500,0868514176
Vũ Xuân Phúc,vu.xuan.phuc.380@momo.vn,MoMo,Marketing Manager,manufacturing,500,0869545696
Hồ Ngọc Oanh,ho.ngoc.oanh.381@viettiengarm.vn,Viet Tien Garment,Head of Finance,manufacturing,25,0939227643
Lê Văn Bình,le.van.binh.382@haravan.vn,Haravan,Head of Finance,logistics,1500,0973916159
Trần Hữu Dũng,tran.huu.dung.383@duytanplasti.vn,Duy Tan Plastics,Sales Director,manufacturing,1500,0975542384
Vũ Thanh Việt,vu.thanh.viet.384@shopeevietna.vn,Shopee Vietnam,Procurement Manager,fintech,25,0862013035
Hồ Hữu Tuấn,ho.huu.tuan.385@pharmacity.vn,Pharmacity,Operations Manager,logistics,10,0912223222
Bùi Đức Châu,bui.duc.chau.386@pharmacity.vn,Pharmacity,Product Manager,logistics,25,0918206007
Hoàng Xuân Nam,hoang.xuan.nam.387@vngcorporati.vn,VNG Corporation,Kế toán trưởng,logistics,250,0968039148
Phạm Đức Giang,pham.duc.giang.388@cenland.vn,CenLand,Head of Finance,healthcare,250,0919685934
Đặng Minh Mai,dang.minh.mai.389@pharmacity.vn,Pharmacity,CFO,education,10,0913615593
Lý Đức Tuấn,ly.duc.tuan.390@vinmec.vn,Vinmec,Head of Finance,software,120,0975048845
Dương Ngọc Giang,duong.ngoc.giang.391@gemadeptlogi.vn,Gemadept Logistics,Sales Director,ecommerce,500,0325173640
Ngô Hồng Châu,ngo.hong.chau.392@gmail.com,PNJ,Product Manager,manufacturing,25,0706261748
Trần Đức Linh,tran.duc.linh.393@gmail.com,The Coffee House,Product Manager,software,25,0975416769
Phan Minh Hà,phan.minh.ha.394@gmail.com,Viet Tien Garment,Product Manager,healthcare,120,0964891784
Vũ Văn Hà,vu.van.ha.395@hoaphat.vn,Hoà Phát,Operations Manager,education,50,0932416060
Ngô Hữu Oanh,ngo.huu.oanh.396@thacoindustr.vn,Thaco Industries,Head of Finance,fintech,250,0969501686
Lý Hữu Sơn,ly.huu.son.397@vinmec.vn,Vinmec,CEO,retail,250,0705404957
Lý Đức Hà,ly.duc.ha.398@gmail.com,Duy Tan Plastics,Kế toán trưởng,education,500,0910955673
Đặng Xuân Khánh,dang.xuan.khanh.399@gemadeptlogi.vn,Gemadept Logistics,Product Manager,software,500,0976294702
Dương Văn Khánh,duong.van.khanh.400@shopeevietna.vn,Shopee Vietnam,Marketing Manager,education,120,0867918790
Trần Văn An,tran.van.an.401@shopeevietna.vn,Shopee Vietnam,Head of Finance,fintech,500,0919301026
Phan Văn Hùng,phan.van.hung.402@gmail.com,KiotViet,Operations Manager,fintech,120,0904731597
Võ Hồng Hùng,vo.hong.hung.403@basevn.vn,Base.vn,Procurement Manager,retail,500,0706955768
Hồ Hồng Quân,ho.hong.quan.404@thecoffeehou.vn,The Coffee House,Kế toán trưởng,education,10,0970799386
Phạm Văn Nam,pham.van.nam.405@kiotviet.vn,KiotViet,Product Manager,retail,250,0913843554
Vũ Hồng Việt,vu.hong.viet.406@thecoffeehou.vn,The Coffee House,CEO,education,250,0918528286
Hoàng Minh Hà,hoang.minh.ha.407@gmail.com,MoMo,Kế toán trưởng,ecommerce,50,0938515274
Lý Văn Dũng,ly.van.dung.408@gmail.com,CenLand,CEO,retail,1500,0975079011
Ngô Ngọc Việt,ngo.ngoc.viet.409@shopeevietna.vn,Shopee Vietnam,Marketing Manager,fintech,1500,0962191908
Hoàng Ngọc Việt,hoang.ngoc.viet.410@gmail.com,Pharmacity,CEO,healthcare,250,0914906036
Vũ Xuân Lan,vu.xuan.lan.411@gemadeptlogi.vn,Gemadept Logistics,Head of Finance,manufacturing,25,0916109115
Vũ Xuân Nam,vu.xuan.nam.412@gemadeptlogi.vn,Gemadept Logistics,CTO,education,50,0355123050
Võ Ngọc Việt,vo.ngoc.viet.413@gmail.com,TopCV,Head of Finance,ecommerce,25,0703271635
Vũ Hữu Giang,vu.huu.giang.414@gmail.com,Pharmacity,CEO,healthcare,50,0971947616
Phạm Thanh Mai,pham.thanh.mai.415@vngcorporati.vn,VNG Corporation,CTO,ecommerce,500,0902812369
Võ Hồng Trang,vo.hong.trang.416@cenland.vn,CenLand,Operations Manager,ecommerce,25,0933527499
Ngô Ngọc Giang,ngo.ngoc.giang.417@tiki.vn,Tiki,Sales Director,fintech,500,0321158075
Lý Xuân Bình,ly.xuan.binh.418@thacoindustr.vn,Thaco Industries,Product Manager,manufacturing,10,0862299786
Võ Đức Hà,vo.duc.ha.419@thecoffeehou.vn,The Coffee House,Kế toán trưởng,fintech,25,0931309934
Hoàng Thị Tâm,hoang.thi.tam.420@shopeevietna.vn,Shopee Vietnam,Head of Finance,ecommerce,120,0355295170
Phan Quang An,phan.quang.an.421@kiotviet.vn,KiotViet,Marketing Manager,fintech,10,0354191860
Phan Hữu Oanh,phan.huu.oanh.422@gmail.com,Tiki,Head of Finance,software,50,0320758740
Phạm Đức Oanh,pham.duc.oanh.423@gmail.com,Hoà Phát,CEO,logistics,1500,0707117525
Lý Thị Nam,ly.thi.nam.424@pharmacity.vn,Pharmacity,Product Manager,fintech,25,0902449214
Võ Văn Phúc,vo.van.phuc.425@pharmacity.vn,Pharmacity,Sales Director,healthcare,500,0321236209
Ngô Thanh Quân,ngo.thanh.quan.426@thecoffeehou.vn,The Coffee House,CTO,fintech,1500,0961642372
Dương Thị Sơn,duong.thi.son.427@shopeevietna.vn,Shopee Vietnam,CEO,fintech,10,0703423973
Nguyễn Thị Khánh,nguyen.thi.khanh.428@haravan.vn,Haravan,Sales Director,fintech,120,0700328477
Ngô Đức Sơn,ngo.duc.son.429@gmail.com,CenLand,Head of Finance,logistics,250,0862665736
Võ Minh Giang,vo.minh.giang.430@gemadeptlogi.vn,Gemadept Logistics,CTO,healthcare,10,0864481082
Phan Hữu Oanh,phan.huu.oanh.431@cenland.vn,CenLand,CFO,manufacturing,10,0868726544
Nguyễn Thị An,nguyen.thi.an.432@cenland.vn,CenLand,CTO,education,25,0913801808
Dương Thanh Hùng,duong.thanh.hung.433@topcv.vn,TopCV,CTO,software,50,0329868397
Hoàng Thanh Khánh,hoang.thanh.khanh.434@kiotviet.vn,KiotViet,Operations Manager,retail,1500,0861191352
Lý Quang Oanh,ly.quang.oanh.435@thecoffeehou.vn,The Coffee House,Operations Manager,healthcare,500,0327096045
Phạm Thị Phúc,pham.thi.phuc.436@thacoindustr.vn,Thaco Industries,Operations Manager,fintech,500,0866419380
Phan Xuân Châu,phan.xuan.chau.437@gmail.com,VNG Corporation,Operations Manager,manufacturing,250,0350132626
Đỗ Xuân Tâm,do.xuan.tam.438@vinmec.vn,Vinmec,CEO,ecommerce,250,0860111143
Lý Văn Tâm,ly.van.tam.439@gmail.com,Gemadept Logistics,Procurement Manager,healthcare,10,0860131268
Phạm Hữu Việt,pham.huu.viet.440@kiotviet.vn,KiotViet,CTO,ecommerce,500,0907978004
Đặng Xuân Hà,dang.xuan.ha.441@fptsoftware.vn,FPT Software,Procurement Manager,manufacturing,10,0326499086
Đỗ Đức Tâm,do.duc.tam.442@thacoindustr.vn,Thaco Industries,CTO,logistics,1500,0705115149
Đặng Minh Dũng,dang.minh.dung.443@gmail.com,CenLand,CTO,retail,10,0919608915
Võ Quang Oanh,vo.quang.oanh.444@gmail.com,Vinmec,Kế toán trưởng,retail,500,0325595072
Dương Văn Sơn,duong.van.son.445@pnj.vn,PNJ,CFO,education,25,0353255164
Vũ Văn Trang,vu.van.trang.446@gmail.com,Duy Tan Plastics,Product Manager,healthcare,120,0977632599
Hoàng Văn Việt,hoang.van.viet.447@gmail.com,Gemadept Logistics,Kế toán trưởng,education,10,0961809543
Đỗ Hồng Khánh,do.hong.khanh.448@hoaphat.vn,Hoà Phát,Kế toán trưởng,healthcare,500,0966583463
Dương Hồng Khánh,duong.hong.khanh.449@pharmacity.vn,Pharmacity,Procurement Manager,software,25,0320849613
Đặng Minh Dũng,dang.minh.dung.450@thecoffeehou.vn,The Coffee House,Marketing Manager,retail,50,0702860748
Phan Xuân Bình,phan.xuan.binh.451@gmail.com,Gemadept Logistics,Procurement Manager,ecommerce,500,0352394187
Hồ Thị Mai,ho.thi.mai.452@haravan.vn,Haravan,CFO,healthcare,25,0324974437
Hoàng Xuân Dũng,hoang.xuan.dung.453@cenland.vn,CenLand,Operations Manager,ecommerce,500,0322966214
Ngô Minh Sơn,ngo.minh.son.454@fptsoftware.vn,FPT Software,Procurement Manager,software,250,0978332145
Hồ Thanh Tâm,ho.thanh.tam.455@basevn.vn,Base.vn,CEO,healthcare,25,0960307466
Võ Thị Hà,vo.thi.ha.456@thacoindustr.vn,Thaco Industries,CTO,education,250,0862142969
Đặng Xuân Việt,dang.xuan.viet.457@pharmacity.vn,Pharmacity,CTO,software,10,0327327759
Phạm Xuân Dũng,pham.xuan.dung.458@gmail.com,Vinamilk,CTO,logistics,500,0969446976
Ngô Đức Nam,ngo.duc.nam.459@kiotviet.vn,KiotViet,Kế toán trưởng,retail,50,0977764415
Đặng Quang Nam,dang.quang.nam.460@vinmec.vn,Vinmec,CTO,ecommerce,1500,0907454748
Lê Đức Tuấn,le.duc.tuan.461@duytanplasti.vn,Duy Tan Plastics,Sales Director,fintech,120,0865524762
Võ Xuân Bình,vo.xuan.binh.462@vngcorporati.vn,VNG Corporation,Sales Director,fintech,500,0960856134
